iso,Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
IND,India,MtCO2e,592.46,602.39,609.95,618.50,628.89,636.41,647.96,657.72,667.63,677.83,674.91,680.86,667.28,680.77,695.06,718.62,739.04,760.12,773.18,775.72,790.99,807.51,811.06,822.08,832.53,839.85,848.22,855.38,884.33,900.31,900.79,930.69
Data source,Climate Watch
Data for,Location: India. Sectors/Subsectors: Agriculture, Industrial Processes. Gases: All GHG. Calculation: Total. Show data by Countries
